userId,profile
28,"This person likes movie genres such as Drama, Action, Comedy, Family, Science Fiction, Adventure, Thriller, Fantasy, Animation."
29,"This person likes movie genres such as Action, Fantasy, Drama, Crime, Thriller, Comedy, Adventure, Science Fiction."
30,"This person likes movie genres such as Action, Drama, Thriller, Adventure, Comedy, Science Fiction, Crime, Animation, Family."
31,"This person likes movie genres such as Action, Thriller, Science Fiction, Comedy, Family, Adventure."
32,"This person likes movie genres such as Adventure, Action."
33,"This person likes movie genres such as Comedy, Family, Adventure, Fantasy, Action, Thriller, Drama, Romance."
34,"This person likes movie genres such as Action, Adventure, Comedy, Drama."
35,"This person likes movie genres such as Action, Crime, Drama."
36,"This person likes movie genres such as Horror, Family, Animation, Comedy, Adventure, Action, Science Fiction, Thriller."
37,"This person likes movie genres such as Music, Comedy, Action, Adventure, Drama, Thriller, Crime, Animation, Family."
38,"This person likes movie genres such as Action, Adventure, Science Fiction."
39,This person likes movie genres such as Action.
40,"This person likes movie genres such as Drama, Fantasy, Adventure, Action, Thriller, Science Fiction, Comedy, Mystery."
41,"This person likes movie genres such as Adventure, Fantasy, Action, Thriller, Crime, Romance, Comedy, Science Fiction, Drama."
42,"This person likes movie genres such as Drama, Thriller, Adventure."
43,"This person likes movie genres such as Fantasy, Drama, Crime, Action, Adventure, Science Fiction, Thriller, Horror."
44,"This person likes movie genres such as Adventure, Science Fiction, Mystery."
45,"This person likes movie genres such as Action, Thriller, Science Fiction, Drama, Animation, Adventure, Comedy, Family, Horror."
46,"This person likes movie genres such as Action, Thriller."
47,"This person likes movie genres such as Comedy, Drama, Action, Thriller, Science Fiction."
48,"This person likes movie genres such as Action, Thriller, Science Fiction, Adventure, Comedy, Mystery, Animation, Family."
49,"This person likes movie genres such as Action, Drama, Thriller."
50,"This person likes movie genres such as Adventure, Action, Comedy, Animation, Family."
51,"This person likes movie genres such as Action, Thriller, Science Fiction, Comedy, Family, Adventure, Fantasy, Drama, Romance, Crime."
52,"This person likes movie genres such as Drama, Fantasy, Action, Thriller, Adventure, Science Fiction."
53,"This person likes movie genres such as Adventure, Fantasy, Action, Thriller, Science Fiction, Drama, Comedy, Crime."
55,"This person likes movie genres such as Comedy, Thriller, Crime, Drama, Action, Horror, Science Fiction."
56,"This person likes movie genres such as Mystery, Crime, Action, Adventure, Drama, Romance, Comedy, Science Fiction, Thriller."
57,"This person likes movie genres such as Drama, Action, Thriller, Science Fiction."
58,"This person likes movie genres such as Fantasy, Drama, Adventure, Action, Science Fiction, Comedy, Romance, Music, Thriller."
59,"This person likes movie genres such as Action, Adventure, Comedy, Science Fiction, Thriller, Family, Horror."
60,"This person likes movie genres such as Action, Thriller, Science Fiction, Drama."
61,"This person likes movie genres such as Action, Adventure, Fantasy, Thriller, Horror, Mystery, Crime, Family, Animation, Drama, Science Fiction, Comedy."
62,"This person likes movie genres such as Animation, Family, Comedy, Adventure, Horror, Crime, Science Fiction, Drama, Action, Thriller."
63,"This person likes movie genres such as Action, Adventure, Comedy, Science Fiction, Fantasy, Drama."
64,"This person likes movie genres such as Action, Comedy, Science Fiction, Drama, Thriller, Crime."
65,"This person likes movie genres such as Horror, Mystery, Crime, Romance, Thriller, Action, Science Fiction, Adventure, Fantasy, Comedy, Western, Drama, Family, Animation, War."
66,"This person likes movie genres such as Adventure, Comedy."
67,"This person likes movie genres such as Adventure, Action, Thriller, Science Fiction."
68,"This person likes movie genres such as Action, Fantasy, Drama, Romance, Crime, Adventure, Comedy."
69,"This person likes movie genres such as Fantasy, Drama, Crime, Action, Science Fiction, Adventure."
70,"This person likes movie genres such as Adventure, Action, Thriller, Comedy, Crime, Drama, Family, Animation."
71,This person likes movie genres such as .
72,"This person likes movie genres such as Action, Thriller, Science Fiction, Adventure, Comedy, Drama."
73,"This person likes movie genres such as Family, Action, Thriller, Science Fiction, Horror, Adventure, Drama."
74,"This person likes movie genres such as Drama, Science Fiction, Action, Fantasy, Mystery, Thriller, Adventure."
75,"This person likes movie genres such as Action, Crime, Drama, Mystery, Thriller, Adventure, Comedy, Science Fiction, Family, Fantasy."
76,"This person likes movie genres such as Crime, Drama, Adventure, Fantasy, Action, Comedy, Science Fiction, Thriller."
77,"This person likes movie genres such as Action, Thriller, Music, Comedy."
