userId,profile
282,"This person likes anime genres such as Comedy, Romance, School, Supernatural, Seinen, Drama, Slice of Life, Fantasy, Action, Demons, Harem, Ecchi."
288,"This person likes anime genres such as Comedy, Romance, Mecha, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action, Harem, Ecchi."
294,"This person likes anime genres such as Supernatural, Drama, Adventure, Slice of Life, Fantasy, Sports, Shounen, Mystery, Historical, Romance, Sci-Fi, Action, Thriller, Harem, Comedy, Kids, School, Shoujo, Super Power, Ecchi."
301,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Seinen, Slice of Life, Action, Ecchi."
308,"This person likes anime genres such as Comedy, Romance, Shounen, Sci-Fi, Drama, Adventure, Shoujo, Historical, Fantasy, Super Power, Action, Magic, Sports."
320,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Supernatural, Seinen, Slice of Life, Action, Harem, Ecchi."
321,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Drama, Seinen, Slice of Life, Action, Harem, Ecchi."
326,"This person likes anime genres such as Comedy, Romance, Shounen, Harem, School, Supernatural, Sci-Fi, Seinen, Adventure, Fantasy, Action, Demons, Magic, Thriller, Ecchi."
341,"This person likes anime genres such as Sci-Fi, Drama, Adventure, Slice of Life, Fantasy, Action, Thriller."
352,"This person likes anime genres such as Comedy, Romance, Shounen, Sci-Fi, Supernatural, Adventure, Action, Demons, Thriller, Ecchi."
384,"This person likes anime genres such as Comedy, Romance, Shounen, Sci-Fi, Supernatural, Drama, Adventure, Historical, Fantasy, Action."
385,"This person likes anime genres such as Comedy, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Shoujo, Mystery, Fantasy, Military, Super Power, Action."
392,"This person likes anime genres such as Comedy, Romance, Shounen, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action."
395,"This person likes anime genres such as Comedy, Shounen, School, Drama, Adventure, Fantasy, Action, Magic."
418,"This person likes anime genres such as Comedy, Romance, Shounen, Harem, School, Supernatural, Adventure, Fantasy, Action, Demons, Hentai, Ecchi."
428,"This person likes anime genres such as Comedy, Romance, Shounen, Sci-Fi, Supernatural, Drama, Adventure, Shoujo, Slice of Life, Seinen, Fantasy, Military, Action, Sports."
436,"This person likes anime genres such as Comedy, Romance, School, Adventure, Slice of Life, Historical, Fantasy, Action, Harem, Ecchi."
438,"This person likes anime genres such as Comedy, Romance, Shounen, Harem, School, Supernatural, Sci-Fi, Drama, Mystery, Slice of Life, Action, Magic, Thriller, Ecchi."
439,This person likes anime genres such as Action.
446,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Psychological, Fantasy, Military, Super Power, Ecchi, Action, Magic, Harem, Mecha."
455,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Drama, Slice of Life, Action, Magic, Thriller."
460,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action, Mecha."
462,"This person likes anime genres such as Comedy, Thriller, Romance, School, Sci-Fi, Action, Harem, Ecchi."
478,"This person likes anime genres such as Game, Police, Supernatural, Drama, Adventure, Slice of Life, Seinen, Fantasy, Shounen, Mystery, Historical, Demons, Romance, Sci-Fi, Horror, Shoujo Ai, Action, Parody, Thriller, Harem, Comedy, Kids, School, Shoujo, Military, Super Power, Music, Magic, Ecchi."
492,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Supernatural, Fantasy, Action, Harem, Ecchi."
497,"This person likes anime genres such as Comedy, Romance, Shounen, Harem, School, Sci-Fi, Drama, Adventure, Fantasy, Action, Hentai, Ecchi."
500,"This person likes anime genres such as Comedy, Romance, School, Supernatural, Sci-Fi, Drama, Seinen, Slice of Life, Fantasy, Action, Harem, Ecchi."
508,"This person likes anime genres such as Comedy, Shounen, School, Supernatural, Drama, Historical, Adventure, Seinen, Fantasy, Action, Magic, Thriller."
511,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Drama, Slice of Life, Action."
529,"This person likes anime genres such as Police, Supernatural, Drama, Adventure, Slice of Life, Seinen, Sports, Shounen, Mystery, Romance, Sci-Fi, Action, Thriller, Mecha, Comedy, School, Military, Super Power, Ecchi."
530,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Mystery, Slice of Life, Adventure, Fantasy, Military, Ecchi, Action, Magic, Thriller, Mecha."
531,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Fantasy, Action, Harem, Ecchi."
540,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action, Harem, Ecchi."
541,"This person likes anime genres such as Comedy, Romance, Mecha, Shounen, School, Supernatural, Sci-Fi, Drama, Adventure, Slice of Life, Fantasy, Action, Parody, Ecchi."
547,"This person likes anime genres such as Comedy, Shounen, School, Supernatural, Sci-Fi, Drama, Seinen, Slice of Life, Action, Thriller."
551,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Sci-Fi, Drama, Seinen, Slice of Life, Action, Sports, Parody, Harem, Ecchi."
553,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Mystery, Adventure, Psychological, Fantasy, Military, Super Power, Action, Magic, Thriller, Mecha."
565,"This person likes anime genres such as Comedy, Supernatural, Drama, Fantasy, Action."
567,"This person likes anime genres such as Comedy, Romance, Shounen, Drama, Adventure, Fantasy, Action."
572,This person likes anime genres such as .
573,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Military, Fantasy, Action, Demons, Magic, Sports, Harem, Ecchi."
578,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Adventure, Fantasy, Action, Magic, Harem, Ecchi."
581,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Drama, Adventure, Slice of Life, Fantasy, Military, Action, Demons, Harem, Ecchi."
585,"This person likes anime genres such as Shounen, Supernatural, Drama, Adventure, Psychological, Action, Thriller."
593,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Drama, Seinen, Adventure, Fantasy, Action, Parody, Harem, Ecchi."
598,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Drama, Slice of Life, Sports, Harem, Ecchi."
611,"This person likes anime genres such as Shounen, Supernatural, Drama, Adventure, Action."
634,"This person likes anime genres such as Comedy, Romance, School, Drama, Slice of Life, Action, Thriller."
637,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action, Harem, Ecchi."
656,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Drama, Action, Harem, Ecchi."
657,"This person likes anime genres such as Comedy, Romance, Shounen, School, Drama, Action, Sports."
659,"This person likes anime genres such as Adventure, Action."
660,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Supernatural, Drama, Fantasy, Action, Harem, Ecchi."
661,"This person likes anime genres such as Supernatural, Drama, Adventure, Seinen, Slice of Life, Fantasy, Shounen, Psychological, Romance, Sci-Fi, Space, Action, Harem, Mecha, Comedy, Kids, Thriller, School, Military, Super Power, Magic, Ecchi."
662,"This person likes anime genres such as Comedy, Shounen, Sci-Fi, Supernatural, Drama, Action, Thriller."
670,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Adventure, Fantasy, Action, Magic, Harem, Ecchi."
680,"This person likes anime genres such as Comedy, Romance, Shounen, Sci-Fi, Supernatural, Drama, Slice of Life, Fantasy, Action, Magic."
687,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action."
692,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Slice of Life, Military, Fantasy, Action, Harem, Ecchi."
702,"This person likes anime genres such as Comedy, Shounen, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action."
721,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Shoujo, Historical, Slice of Life, Fantasy, Super Power, Action, Magic, Sports."
735,"This person likes anime genres such as Comedy, Romance, Shounen, Sci-Fi, Adventure, Slice of Life, Fantasy, Military, Action."
741,"This person likes anime genres such as Supernatural, Drama, Adventure, Slice of Life, Fantasy, Shounen, Mystery, Psychological, Romance, Sci-Fi, Action, Parody, Thriller, Harem, Comedy, Mecha, School, Military, Magic, Ecchi."
744,"This person likes anime genres such as Comedy, Sci-Fi, Drama, Seinen, Slice of Life."
746,"This person likes anime genres such as Comedy, Thriller, Shounen, School, Supernatural, Sci-Fi, Drama, Slice of Life, Fantasy, Action, Harem, Ecchi."
750,"This person likes anime genres such as Comedy, Shounen, School, Drama, Shoujo, Fantasy, Action, Sports."
762,"This person likes anime genres such as Comedy, Romance, Shounen, Harem, School, Supernatural, Sci-Fi, Drama, Adventure, Seinen, Psychological, Fantasy, Action, Thriller, Ecchi."
768,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Action, Harem, Ecchi."
771,"This person likes anime genres such as Comedy, Romance, School, Drama, Slice of Life, Action."
774,"This person likes anime genres such as Shounen, Sci-Fi, Supernatural, Adventure, Action."
783,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action, Harem, Ecchi."
784,"This person likes anime genres such as Shounen, Supernatural, Sci-Fi, Mystery, Adventure, Fantasy, Action, Thriller."
786,"This person likes anime genres such as Comedy, Kids, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Slice of Life, Fantasy, Military, Super Power, Action, Magic, Harem, Ecchi."
788,"This person likes anime genres such as Comedy, Romance, Shounen, Game, School, Supernatural, Adventure, Fantasy, Action, Ecchi."
796,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Slice of Life, Action, Harem, Ecchi."
799,"This person likes anime genres such as Comedy, Shounen, School, Supernatural, Sci-Fi, Mystery, Action, Sports."
806,"This person likes anime genres such as Comedy, Romance, School, Supernatural, Sci-Fi, Drama, Military, Fantasy, Ecchi, Action, Harem, Mecha."
813,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Sci-Fi, Adventure, Fantasy, Action, Ecchi."
814,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Historical, Adventure, Slice of Life, Fantasy, Action."
819,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Drama, Military, Ecchi, Action, Harem, Mecha."
820,"This person likes anime genres such as Comedy, Shounen, Adventure, Fantasy, Action."
837,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Drama, Slice of Life, Fantasy, Action, Thriller."
847,"This person likes anime genres such as Comedy, Shounen, School, Drama, Adventure, Mystery, Fantasy."
861,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Drama, Historical, Slice of Life, Fantasy, Military, Action, Sports."
890,"This person likes anime genres such as Comedy, Romance, Sci-Fi, Drama, Action."
894,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Mystery, Psychological, Military, Action, Magic, Thriller."
916,"This person likes anime genres such as Comedy, Romance, Drama, Action."
920,"This person likes anime genres such as Comedy, Romance, Shounen, Harem, School, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action, Magic, Sports, Thriller, Ecchi."
926,"This person likes anime genres such as Comedy, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action, Mecha."
936,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Drama, Slice of Life, Fantasy, Action, Demons, Harem, Ecchi."
937,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Supernatural, Sci-Fi, Drama, Seinen, Slice of Life, Adventure, Fantasy, Action, Harem, Ecchi."
943,"This person likes anime genres such as Comedy, Romance, Thriller, Game, Shounen, School, Supernatural, Sci-Fi, Adventure, Fantasy, Ecchi, Action, Magic, Harem, Mecha."
946,"This person likes anime genres such as Comedy, Romance, Harem, School, Sci-Fi, Supernatural, Drama, Adventure, Slice of Life, Fantasy, Super Power, Ecchi, Action, Magic, Thriller, Mecha."
954,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Drama, Seinen, Slice of Life, Psychological, Fantasy, Military, Action, Music, Harem, Ecchi."
956,"This person likes anime genres such as Comedy, Shounen, Sci-Fi, Drama, Adventure, Fantasy, Action, Magic, Thriller."
958,"This person likes anime genres such as Supernatural, Drama, Adventure, Slice of Life, Seinen, Fantasy, Shounen, Historical, Psychological, Romance, Sci-Fi, Horror, Action, Parody, Harem, Thriller, Comedy, School, Military, Super Power, Magic, Ecchi."
979,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Military, Fantasy, Action, Demons, Magic, Harem, Ecchi."
993,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Slice of Life, Military, Fantasy, Action, Harem, Ecchi."
995,"This person likes anime genres such as Comedy, Shounen, Action."
996,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Drama, Adventure, Slice of Life, Fantasy, Action, Harem, Ecchi."
1013,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Slice of Life, Fantasy, Action."
1019,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Seinen, Slice of Life, Adventure, Psychological, Fantasy, Action, Sports, Harem, Ecchi."
1020,"This person likes anime genres such as Comedy, Romance, Mecha, Shounen, School, Sci-Fi, Supernatural, Seinen, Adventure, Slice of Life, Fantasy, Action, Demons, Sports, Harem, Ecchi."
1031,"This person likes anime genres such as Comedy, Shounen, School, Drama, Action."
1044,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Sci-Fi, Seinen, Fantasy, Action, Demons, Harem, Ecchi."
1058,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Sci-Fi, Drama, Adventure, Slice of Life, Seinen, Fantasy, Action, Demons, Magic, Parody, Harem, Ecchi."
1074,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Slice of Life, Fantasy, Military, Action, Parody, Harem, Ecchi."
1084,"This person likes anime genres such as Comedy, Romance, Mecha, School, Sci-Fi, Drama, Seinen, Fantasy, Military, Action, Ecchi."
1103,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Slice of Life, Action, Magic, Harem, Ecchi."
1114,"This person likes anime genres such as Comedy, Shounen, Sci-Fi, Drama, Adventure, Fantasy, Action, Sports, Thriller."
1116,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Adventure, Slice of Life, Shoujo, Fantasy, Action, Sports."
1119,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Slice of Life, Fantasy, Super Power, Action, Demons, Magic, Harem, Ecchi."
1132,"This person likes anime genres such as Sci-Fi, Comedy, Slice of Life, School."
1140,"This person likes anime genres such as Comedy, Shounen, School, Supernatural, Sci-Fi, Drama, Shoujo, Fantasy, Military, Super Power, Action, Mecha."
1145,"This person likes anime genres such as Supernatural, Drama, Adventure, Slice of Life, Seinen, Fantasy, Shounen, Mystery, Historical, Psychological, Romance, Sci-Fi, Action, Parody, Harem, Thriller, Comedy, Mecha, School, Military, Magic, Ecchi."
1153,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Drama, Seinen."
1169,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Military, Action, Harem, Ecchi."
1176,"This person likes anime genres such as Supernatural, Drama, Adventure, Slice of Life, Seinen, Fantasy, Sports, Shounen, Psychological, Romance, Sci-Fi, Horror, Action, Parody, Thriller, Harem, Comedy, School, Magic, Ecchi."
1186,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Slice of Life, Action, Harem, Ecchi."
1190,"This person likes anime genres such as Comedy, Shounen, Sci-Fi, Supernatural, Drama, Adventure, Military, Fantasy, Action, Ecchi."
1191,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Supernatural, Drama, Slice of Life, Action."
1195,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Drama, Adventure, Slice of Life, Fantasy, Action, Ecchi."
1202,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Supernatural, Drama, Fantasy, Action, Harem, Ecchi."
1210,"This person likes anime genres such as Comedy, Romance, Shounen, Sci-Fi, Drama, Adventure, Slice of Life, Fantasy, Military, Action, Mecha."
1213,This person likes anime genres such as .
1216,"This person likes anime genres such as Romance, Shounen, Sci-Fi, Drama, Fantasy, Action."
1221,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Slice of Life, Harem, Ecchi."
1222,"This person likes anime genres such as Comedy, Kids, Romance, Shounen, Police, Game, School, Sci-Fi, Supernatural, Drama, Adventure, Mystery, Slice of Life, Shoujo, Fantasy, Action, Thriller."
1223,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Drama, Action, Harem."
1235,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Sci-Fi, Drama, Adventure, Slice of Life, Fantasy, Action, Demons, Harem, Ecchi."
1237,"This person likes anime genres such as Comedy, Romance, Shounen, Sci-Fi, Supernatural, Drama, Adventure, Slice of Life, Fantasy, Military, Action, Magic."
1244,"This person likes anime genres such as Comedy, Shounen, School, Supernatural, Drama, Adventure, Slice of Life, Fantasy, Military, Action, Ecchi."
1274,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Drama, Adventure, Slice of Life, Fantasy, Action, Sports, Harem, Ecchi."
1284,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Drama, Adventure, Slice of Life, Fantasy, Action."
1287,"This person likes anime genres such as Game, Supernatural, Drama, Adventure, Slice of Life, Seinen, Fantasy, Shounen, Psychological, Demons, Romance, Sci-Fi, Action, Parody, Harem, Mecha, Comedy, Thriller, School, Military, Super Power, Magic, Ecchi."
1289,"This person likes anime genres such as Comedy, Drama, Slice of Life, Sci-Fi."
1306,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Supernatural, Drama, Slice of Life, Fantasy, Ecchi, Action, Parody, Harem, Mecha."
1307,"This person likes anime genres such as Comedy, Romance, Sci-Fi, Supernatural, Drama, Action, Magic, Harem."
1309,"This person likes anime genres such as Comedy, Shounen, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action."
1324,"This person likes anime genres such as Comedy, Romance, School, Supernatural, Drama, Seinen, Slice of Life, Psychological, Action, Magic, Harem, Ecchi."
1327,"This person likes anime genres such as Comedy, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Psychological, Action, Thriller."
1332,"This person likes anime genres such as Comedy, Romance, Shounen, Harem, School, Sci-Fi, Supernatural, Drama, Adventure, Mystery, Slice of Life, Seinen, Fantasy, Military, Ecchi, Action, Thriller, Mecha."
1344,"This person likes anime genres such as Comedy, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Seinen, Military, Fantasy, Action, Magic, Sports, Thriller, Mecha."
1354,"This person likes anime genres such as Comedy, Shounen, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Action, Thriller."
1358,"This person likes anime genres such as Comedy, Shounen, School, Historical, Adventure, Fantasy, Super Power, Action."
1366,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Seinen, Slice of Life, Action, Magic, Harem, Ecchi."
1378,"This person likes anime genres such as Comedy, Romance, Shounen, Police, School, Drama, Adventure, Mystery, Shoujo, Fantasy, Military, Action."
1396,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Mystery, Psychological, Fantasy, Action, Harem, Ecchi."
1400,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Fantasy, Military, Action, Thriller."
1404,"This person likes anime genres such as Comedy, Shounen, Sci-Fi, Supernatural, Drama, Shoujo, Fantasy, Action."
1410,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Sci-Fi, Fantasy, Military, Action, Demons, Harem, Ecchi."
1418,"This person likes anime genres such as Comedy, Romance, Sci-Fi, Drama, Adventure, Slice of Life, Fantasy, Action, Thriller."
1419,"This person likes anime genres such as Supernatural, Drama, Adventure, Slice of Life, Seinen, Fantasy, Shounen, Historical, Mystery, Psychological, Romance, Sci-Fi, Action, Harem, Thriller, Comedy, Mecha, School, Military, Super Power, Ecchi."
1425,"This person likes anime genres such as Comedy, Romance, Game, Shounen, School, Supernatural, Drama, Adventure, Slice of Life, Seinen, Fantasy, Action, Magic, Parody, Harem, Ecchi."
1435,This person likes anime genres such as Thriller.
1442,"This person likes anime genres such as Sci-Fi, Drama, Adventure, Fantasy, Action."
1450,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Drama, Adventure, Slice of Life, Psychological, Fantasy, Military, Ecchi, Action, Harem, Mecha."
1456,"This person likes anime genres such as Supernatural, Drama, Adventure, Slice of Life, Seinen, Fantasy, Sports, Shounen, Historical, Mystery, Demons, Romance, Sci-Fi, Horror, Action, Parody, Harem, Comedy, School, Shoujo, Military, Magic, Ecchi."
1482,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Slice of Life, Military, Fantasy, Action, Demons, Harem, Ecchi."
1497,"This person likes anime genres such as Supernatural, Drama, Adventure, Slice of Life, Seinen, Fantasy, Shounen, Mystery, Psychological, Romance, Sci-Fi, Action, Harem, Comedy, School, Shoujo, Military, Music, Magic, Ecchi."
1501,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Mystery, Fantasy, Military, Super Power, Action, Sports, Thriller, Ecchi."
1504,"This person likes anime genres such as Game, Supernatural, Drama, Adventure, Slice of Life, Fantasy, Shounen, Historical, Mystery, Psychological, Romance, Sci-Fi, Space, Action, Thriller, Mecha, Comedy, Harem, School, Military, Super Power, Magic, Ecchi."
1522,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Drama, Seinen, Slice of Life, Fantasy, Military, Ecchi, Action, Magic, Harem, Mecha."
1530,"This person likes anime genres such as Game, Supernatural, Drama, Adventure, Seinen, Fantasy, Shounen, Mystery, Demons, Romance, Sci-Fi, Action, Harem, Thriller, Comedy, Kids, School, Military, Super Power, Magic, Ecchi."
1541,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Seinen, Slice of Life, Action, Demons, Harem, Ecchi."
1549,"This person likes anime genres such as Comedy, Romance, Shounen, Game, School, Supernatural, Sci-Fi, Drama, Adventure, Slice of Life, Seinen, Fantasy, Military, Super Power, Action, Demons, Harem, Ecchi."
1551,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Military, Fantasy, Action, Harem, Ecchi."
1554,"This person likes anime genres such as Comedy, Game, Shounen, Sci-Fi, Drama, Adventure, Fantasy, Military, Super Power, Action, Mecha."
1558,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Drama, Slice of Life."
1570,"This person likes anime genres such as Comedy, Romance, Shounen, School, Supernatural, Sci-Fi, Drama, Seinen, Slice of Life, Shoujo Ai, Action, Parody, Harem, Ecchi."
1578,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Slice of Life, Shoujo, Fantasy, Action."
1585,"This person likes anime genres such as Comedy, Shounen, Sci-Fi, Supernatural, Fantasy, Action."
1589,"This person likes anime genres such as Comedy, Romance, School, Sci-Fi, Supernatural, Drama, Seinen, Slice of Life, Action, Magic, Parody, Harem, Ecchi."
1600,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Seinen, Action, Thriller."
1605,"This person likes anime genres such as Comedy, Romance, Shounen, School, Sci-Fi, Supernatural, Drama, Shoujo, Slice of Life, Fantasy, Action."
1619,"This person likes anime genres such as Comedy, Romance, Mecha, Thriller, School, Sci-Fi, Supernatural, Drama, Fantasy, Action, Harem, Ecchi."
1620,"This person likes anime genres such as Comedy, Romance, Thriller, Shounen, School, Sci-Fi, Supernatural, Drama, Adventure, Slice of Life, Military, Fantasy, Super Power, Ecchi, Action, Magic, Harem, Mecha."
