itemId,title,category,description,option1,option2,option3
B0119IP1AK,"Anker Powerline 10ft Lightning Cable, MFi Certified for iPhone Xs/XS Max/XR/X / 8/8 Plus / 7/7 Plus / 6/6 Plus / 5s / iPad, and More (Gray)","Cell Phones and Accessories, Accessories, Cables",,"The Anker Advantage: Join the 10 million+ powered by our leading technology., Ultra-Durable: Aramid fiber makes it thoroughly resistant to fraying and wear-related damage., Incredible Charging Speed: Wide-diameter wires and reduced cord resistance maximize charge speed., Flexibility: Ten feet of cable give you the flexibility you need., What You Get: 1 Anker PowerLine Lightning, hook-and-loop cable tie, our worry-free 18-month warranty and friendly customer service.",Anker,4191
B011A3Q0NG,eLander Stainless Steel Metal Strap Business Replacement Band for Apple Watch Series 1 2 3 4 (42mm and 44mm Silver),"Cell Phones and Accessories, Accessories, Smartwatch Accessories, Smartwatch Bands",", <b>Specially designed for Apple Watch 42mm and 44mm, kindly please check your device before making a purchase</b>, , <b>Reference Value of Wrist Circumference Apple Watch 42mm and 44mm Strap - for 140-205mm</b>","Perfect replacement metal watch band for ALL Apple Watch 42mm and 44mm Series 1 2 3 4, Premium stainless steel metal features luxury, nobility, elegance and durability, High-tech surface finish watch strap fits your device and feels comfortable on your wrist, Come with a watch link removal kit, a screwdriver",eLander,4717
B011AO1D1Y,"Galaxy Note 5 Case, Caseology [Wavelength Series] Textured Pattern Grip Cover [Navy Blue] [Shock Proof] for Samsung Galaxy Note 5 - Navy Blue","Cell Phones and Accessories, Cases, Holsters and Sleeves, Basic Cases",,"Dynamic Aesthetics: A subtle ridged pattern provides visual interest., Soothing Texture: The three-dimensional wavelength pattern provides extra grip and is comfortable in the hand., Reliable Protection: A TPU sleeve and polycarbonate bumper provide two layers of drop protection., Quality Coating: Satiny finishes on both the bumper and sleeve fight discoloration., Galaxy Note 5 Case for Samsung Galaxy Note 5 Only (2015)",Caseology,4487
B011AXTEOS,"24W Quick Charge 3.0, iClever BoostCube+ Qualcomm Certified QC 3.0 USB Wall Charger (Quick Charge 2.0 Compatible) with Foldable Plug for Galaxy S8/S7/S6/Edge/Plus, Note 5/4, LG G5 V10, HTC 10 and More","Cell Phones and Accessories, Accessories, Chargers and Power Adapters, Wall Chargers",,"Most powerful quick charge 3.0 charger: iClever provides 24W output for single port QC3.0 wall charger, compared with other 18W QC3.0 chargers, Qualcomm QC 3.0 technology: ensures the fastest charging efficiency up to 80% in 35 minutes, 4x faster than conventional charger. Backward compatible with QC 1.0 and 2.0 Technology, Safe to use: only adopts premium components and smart circuit protections to keep you and your devices safe anytime, Portable and universal: compact size, foldable plug and international compatibility(100-240V) make it an ideal travel or daily companion, Reliable and friendly customer service: ready to respond within 24 hours and lifetime support cuarantee",iClever,3766
B011IH9TEQ,Compatible with Apple Watch Band 42mm 44mm Mkeke Genuine Leather iWatch Bands Vintage Brown,"Cell Phones and Accessories, Accessories, Smartwatch Accessories, Smartwatch Bands",,"For Apple Watch Band 42mm 44mm Fits Apple watch Series 4 3 2 1 ., This leather iwatch band 42mm is designed for wrists 6.7 to 8.3 inches (172mm to 212mm), The leather band features high quality craftsmanship with a comfortable feeling of genuine leather., One year warranty for a refund or replacement, for any quality issue., NOTE: Because of the natural variability of the Crazy Horse leather used in this band, the color may vary somewhat., <span>\n        Save 30% on <a href=""/gp/product/B07DL7MXRR?ie=UTF8andm=A2PIEPXJBOJ7WG"">apple watch case 42mm</a> when you purchase 1 or more Qualifying items offered by MKEKE. \n        Enter code 6INSJJPA at checkout. \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{andquot;widthandquot;:andquot;450andquot;,andquot;headerandquot;:andquot;Promotion Detailsandquot;,andquot;urlandquot;:andquot;/gp/promotions/details/popup/A2Q9G8J8172ICZandquot;,andquot;heightandquot;:andquot;600andquot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n            \n\n\n\n<form method=""post"" action=""/gp/item-dispatch/ref=dp_promotions_atc_0"" class=""a-spacing-mini"">\n    <input type=""hidden"" name=""offeringID.1"" value=""Zds9r4sWuLIVJlQlcRT0dEmxJd3IGrPbnRgTCarLAaoHw5cDnYS9VhO35F5BeHVl5tA6RS%2F8AN19LluAXaNPTHRif9Uh8mYYObAMxkDijxoadmYjTOlYzJgjY2h32ik0Ba5t9psdtrLujD%2Bki86Uy%2B94YJqAUrrp"">\n    <input type=""hidden"" name=""offeringID.2"" value=""9LJoDQcrlp9qzMAphELpqFR0M%2FeENT32gPCIFiy4QW2iu2x72LQFyU7kAtGjAKket%2BTKOj9Du04GqUtqoqHRcfRqwx6VYc%2Fv%2B35UzErKO3sS3nvavPueN0O97UqkZZjHz3U8YzVkaU3np6f%2B2C%2FUtja1B13SN7Cv"">\n    <input type=""hidden"" name=""quantity.1"" value=""1"">\n    <input type=""hidden"" name=""quantity.2"" value=""1"">\n    <input type=""hidden"" name=""session-id"" value=""138-4389343-1071431"">\n    <span class=""a-button a-button-primary a-button-icon""><span class=""a-button-inner""><i class=""a-icon a-icon-cart""></i><input name=""submit.addToCart"" class=""a-button-input"" type=""submit""><span class=""a-button-text"" aria-hidden=""true"">Add both to Cart</span></span></span>\n</form>\n        \n    </span>",Mkeke,3577
B011IUHL9I,"Note 5 Case, Abacus24-7 Samsung Galaxy Note 5 Wallet with Flip Cover and Stand, Black","Cell Phones and Accessories, Cases, Holsters and Sleeves, Flip Cases",,"BLACK WALLET CASE_ Designed to Fit the Samsung Galaxy Note 5 Cell Phone., CREDIT CARD and CASH SLOTS_ Carry three Cards and some Cash together with your Note 5, LAYERS OF PROTECTION_ A TPU Case to Hold the phone and a Flip Cover to protect the Screen., FOLDING STAND_ Holds the Phone in a Viewing position so you can use your Hands freely., SELECT MATERIALS_ Made from Synthetic Leather, Man-made materials. Tested for Durability.",Abacus24-7,8784
B011J1MBAK,2 Pack Apple 38mm Watch Screen Protector (38mm Series 3/2/1 Compatible) Live2Pedal Full Coverage Anti-Scratch/Anti-Fingerprint/High Definition Screen Protector Compatible Apple Watch 38 mm,"Cell Phones and Accessories, Accessories, Screen Protectors",", ""Specifically designed for iWatch Smart Watch<br> Very easy to install for everyone . <br> High Hardness: Glass material after high tempered steel processing, surface hardness up to 9 h, impact resistance is strong, not easy scratches <br> Ultra-high light transmittance:(transmittance of 99.99% or more) optical transmittance grade, ultra-low refection, high transparency <br> High sensitivity: The glass is coated on the back with a strong silicon adhesive that makes installation easy and attaches the film firmly so as to not affect the touch screens sensitivity <br> Automatic bonding: High quality antistatic adsorption film, make the product bonding and separation simple, easy to operate, it will automatically bond the screen . <br> Full coverage edge protection - Protect your entire Watch screen from drops and scratches. <br> Protects against Keys, Sharp Objects, Pavement, Fingernails, and Common Hazards your Gadget may encounter.""","Precise laser cutting Live2Pedal screen protector for Watch 38mm Series 3 / Series 2 / Series 1, Ultra HD Clear and amazingly thin, perfectly matches the contours of your device. Easy application with flexible material is designed for maximum full coverage on curved corners and edges on your device., Created from scratch-proof, ultra-tough, optically clear, military-grade, yellow-resistant material and is custom fit for each particular gadget and device with full body and screen protection., Live2Pedal has self-healing technology, which helps eliminate minor scratches on the film all by itself. Significantly reduces dust, oil and fingerprint smudges., Live2Pedal stands behind the quality of our products to ensure 100% Satisfaction to all of our customers. All Live2Pedal products are backed by Lifetime Replacement Warranty.",Live2Pedal,250
B011KPRE1G,"Syncwire 34W/6.8A 4-Port USB Wall Charger, Travel Wall Charger Adapter with Extra UK, EU Adapter for Apple, iPhone, iPad, Samsung and Android Phones, Tablets and More - White","Cell Phones and Accessories, Accessories, Chargers and Power Adapters, Wall Chargers",,"Fast charge: advanced technology charges any Device at its fastest Possible speed, 4 ports (22.4a + 21A) could Max up to a 34W/6.8a output (does not support Qualcomm quick charge), Smart IC technology: automatically detects and delivers the optimal charging current for connected devices - ensuring the fastest, most efficient charge, available for charging four devices simultaneously, Portable size for travel: Compact design, 100V and 240V input, foldable US plug with UK EU removable adapters and weighs only 6.7 oz. - ideal for home, business, and travel, Certified safe: Sync wire Multipotent safety system and certification ensure complete protection for you and your devices. The built-in ""smart IC"" and the thermal material design keep the charger going against overheat and over-load on the unit and over-charge onto the devices, Durable design: robust casing and premium internal components ensure perfect performance regardless of bumps or drops., Universal compatibility: its suitable with electronic devices and models, from iPhone XS Max, XR, x, 8, 8 Plus, 7, 7 Plus, 6S, 6S Plus, iPad Pro/air 2/Mini2, Samsung Galaxy S9, S9+, S8, S8+, S7, Note 8/7/6/5, HTC Nexus, blackberries, Bluetooth speaker headsets power banks and more., Premium support: our fan-favorite 36-month warranty support without any cost needed. Fast and easy-to-reach customer service to solve your problems within 24 hours., <span>\n        Save 10% on <a href=""/gp/product/B072XCZT59?ie=UTF8andm=A36JITAU1BVS0F"">UNBREAKcable 3.3ft Apple Lightning Cable - White</a> when you purchase 1 or more Syncwire 4-Port USB Wall Charger - White offered by Syncwire Products. \n        Enter code 2KA82MZG at checkout. \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{andquot;widthandquot;:andquot;450andquot;,andquot;headerandquot;:andquot;Promotion Detailsandquot;,andquot;urlandquot;:andquot;/gp/promotions/details/popup/A33PCG89RJ5T4Gandquot;,andquot;heightandquot;:andquot;600andquot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n            \n\n\n\n<form method=""post"" action=""/gp/item-dispatch/ref=dp_promotions_atc_0"" class=""a-spacing-mini"">\n    <input type=""hidden"" name=""offeringID.1"" value=""ey8fEKqXN7zzzrOGMf191UkCAK30FNGDcCc6tKmPBstwK6E7tDTaZtYybntHekW6JM5Bmoo8VAA%2FYLX1vEAf5GgzBeD2nINoKZwE%2BkvghpXN5vIr5S%2BwtQ9mAMq3fTmqH142ZrAbRRp%2FjfCctU7JYbcq3QUHzlSU"">\n    <input type=""hidden"" name=""offeringID.2"" value=""4zO%2FiPKYj8H6sb6jP7%2F2FE%2FAzAbNUWoKscSih09mMdxYBa%2FWwbDlUwGV%2FdknNgZUUX4OdrGN8gTkcaBf0Gy%2B5wFlSRnPMSrzPyli4iJX894wN21GypemHV9Lm66WlL9f6qG4IVoF1vVtfDvjZsqaipzxLJuqjDFO"">\n    <input type=""hidden"" name=""quantity.1"" value=""1"">\n    <input type=""hidden"" name=""quantity.2"" value=""1"">\n    <input type=""hidden"" name=""session-id"" value=""138-7988630-2618550"">\n    <span class=""a-button a-button-primary a-button-icon""><span class=""a-button-inner""><i class=""a-icon a-icon-cart""></i><input name=""submit.addToCart"" class=""a-button-input"" type=""submit""><span class=""a-button-text"" aria-hidden=""true"">Add both to Cart</span></span></span>\n</form>\n        \n    </span>, <span>\n        Save 5% on <a href=""/gp/product/B07F42TGQF?ie=UTF8andm=A36JITAU1BVS0F"">Syncwire 2-Pack, 5.9ft Nylon-Braided USB 3.0 Type C Cable</a> when you purchase 1 or more Syncwire USB Wall Charger offered by Syncwire Products. \n        Enter code JU2YM7FL at checkout. \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{andquot;widthandquot;:andquot;450andquot;,andquot;headerandquot;:andquot;Promotion Detailsandquot;,andquot;urlandquot;:andquot;/gp/promotions/details/popup/A3VADKQ8LZV9TVandquot;,andquot;heightandquot;:andquot;600andquot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n            \n\n\n\n<form method=""post"" action=""/gp/item-dispatch/ref=dp_promotions_atc_1"" class=""a-spacing-mini"">\n    <input type=""hidden"" name=""offeringID.1"" value=""ey8fEKqXN7zzzrOGMf191UkCAK30FNGDcCc6tKmPBstwK6E7tDTaZtYybntHekW6JM5Bmoo8VAA%2FYLX1vEAf5GgzBeD2nINoKZwE%2BkvghpXN5vIr5S%2BwtQ9mAMq3fTmqH142ZrAbRRp%2FjfCctU7JYbcq3QUHzlSU"">\n    <input type=""hidden"" name=""offeringID.2"" value=""U19MQwzHtnLGkwtJccqF2X%2BQga6Shpu4Ec9QKMwKrydn2x%2FtCipi774eDs3nkJU4B8NZL4EWQI2ZWWwPnQwmPnjpi%2FyfqQk3Z4w424dVC%2F8cCHtpo8gMlCwYMPVochSpEx2NVTICEUGcnyW%2FfB9iUthh7x3r9mWa"">\n    <input type=""hidden"" name=""quantity.1"" value=""1"">\n    <input type=""hidden"" name=""quantity.2"" value=""1"">\n    <input type=""hidden"" name=""session-id"" value=""138-7988630-2618550"">\n    <span class=""a-button a-button-primary a-button-icon""><span class=""a-button-inner""><i class=""a-icon a-icon-cart""></i><input name=""submit.addToCart"" class=""a-button-input"" type=""submit""><span class=""a-button-text"" aria-hidden=""true"">Add both to Cart</span></span></span>\n</form>\n        \n    </span>, <span>\n        Save 5% on <a href=""/gp/product/B07FHLN3BW?ie=UTF8andm=A36JITAU1BVS0F"">Syncwire 2-Pack, 3.3ft Nylon-Braided Micro USB Cable</a> when you purchase 1 or more Syncwire USB Wall Charger offered by Syncwire Products. \n        Enter code OBQY2ZSA at checkout. \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{andquot;widthandquot;:andquot;450andquot;,andquot;headerandquot;:andquot;Promotion Detailsandquot;,andquot;urlandquot;:andquot;/gp/promotions/details/popup/A2NQHCAV4XLLZLandquot;,andquot;heightandquot;:andquot;600andquot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n            \n\n\n\n<form method=""post"" action=""/gp/item-dispatch/ref=dp_promotions_atc_2"" class=""a-spacing-mini"">\n    <input type=""hidden"" name=""offeringID.1"" value=""ey8fEKqXN7zzzrOGMf191UkCAK30FNGDcCc6tKmPBstwK6E7tDTaZtYybntHekW6JM5Bmoo8VAA%2FYLX1vEAf5GgzBeD2nINoKZwE%2BkvghpXN5vIr5S%2BwtQ9mAMq3fTmqH142ZrAbRRp%2FjfCctU7JYbcq3QUHzlSU"">\n    <input type=""hidden"" name=""offeringID.2"" value=""U19MQwzHtnLGkwtJccqF2dsGU2xycuend1Q4DOcfOEPCSN5ocCNKGAaRDK4AJs9hzHeEKdaCbWdGiGQmQrAahNWd1tqDaLOsHPsJJ%2F2NbkpH4SMvCX5ZhunjKtin%2FCKBrOYxQIBWOyBFH6TfdC%2BVjgBbPNJpevHf"">\n    <input type=""hidden"" name=""quantity.1"" value=""1"">\n    <input type=""hidden"" name=""quantity.2"" value=""1"">\n    <input type=""hidden"" name=""session-id"" value=""138-7988630-2618550"">\n    <span class=""a-button a-button-primary a-button-icon""><span class=""a-button-inner""><i class=""a-icon a-icon-cart""></i><input name=""submit.addToCart"" class=""a-button-input"" type=""submit""><span class=""a-button-text"" aria-hidden=""true"">Add both to Cart</span></span></span>\n</form>\n        \n    </span>, <span>\n        Save 10% on <a href=""/gp/product/B07CSR7RHT?ie=UTF8andm=A36JITAU1BVS0F"">Syncwire Bluetooth Headphones For Sport</a> when you purchase 1 or more Syncwire USB Wall Charger Travel Plug - 34W/6.8A 4-Port offered by Syncwire Products. \n        Enter code WCOJFWWO at checkout. \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{andquot;widthandquot;:andquot;450andquot;,andquot;headerandquot;:andquot;Promotion Detailsandquot;,andquot;urlandquot;:andquot;/gp/promotions/details/popup/AFA5ZGI2UJ74Eandquot;,andquot;heightandquot;:andquot;600andquot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n            \n\n\n\n<form method=""post"" action=""/gp/item-dispatch/ref=dp_promotions_atc_3"" class=""a-spacing-mini"">\n    <input type=""hidden"" name=""offeringID.1"" value=""ey8fEKqXN7zzzrOGMf191UkCAK30FNGDcCc6tKmPBstwK6E7tDTaZtYybntHekW6JM5Bmoo8VAA%2FYLX1vEAf5GgzBeD2nINoKZwE%2BkvghpXN5vIr5S%2BwtQ9mAMq3fTmqH142ZrAbRRp%2FjfCctU7JYbcq3QUHzlSU"">\n    <input type=""hidden"" name=""offeringID.2"" value=""yJB7TVIkrI9EpI%2BZ0l6w4pcm9O%2FNqNxefyD4jHhPee%2FdBskKbngv9FMqLGYPHCCUVjn%2FKrj%2B54fLQijT7IZk9GOD6RSpa3GCAreombVyC9UhHoBtdCK1gq2ZE10jaUfcH%2FOmHSa1LXxCXNJU3f6vYKQJsxUAh8Qi"">\n    <input type=""hidden"" name=""quantity.1"" value=""1"">\n    <input type=""hidden"" name=""quantity.2"" value=""1"">\n    <input type=""hidden"" name=""session-id"" value=""138-7988630-2618550"">\n    <span class=""a-button a-button-primary a-button-icon""><span class=""a-button-inner""><i class=""a-icon a-icon-cart""></i><input name=""submit.addToCart"" class=""a-button-input"" type=""submit""><span class=""a-button-text"" aria-hidden=""true"">Add both to Cart</span></span></span>\n</form>\n        \n    </span>",Syncwire,2640
B011P2B8TI,iOttie Adhesive Dashboard Pad for iOttie Car Mounts  Flexible Dashboard Pad for Curved Surfaces,"Cell Phones and Accessories, Accessories, Car Accessories","iOttie mounts are well-known for their unique Resuable Dashboard Pad. We now offer our optional but highly recommended accessory by itself for purchase. You can now have additional Resuable Dashboard Pad for improved mounting on textured or curved surfaces for your one touch mounts. Having additional Resuable Dashboard Pads gives our users more mounting location options than ever before. The Resuable Dashboard Pad can be easily attached and removed numerous times and does not leave any sticky residue behind. When the grip is losing its power, simply rinse and massage the Resuable Dashboard Pad under warm water and it will be restored back to its original condition.","Sticks to Dashboard with high quality semi-permanent acrylic tape, Acrylic Tape sticks to almost all textured and curved surfaces, Compatible with all iOttie Dashboard Mounts for smartphones, We strongly recommend using a Dashboard Pad to prevent possible damage that may occur if you apply suction cup directly to your dash, This is a semi-permanent solution; each pad is one-time use only. Once removed, it may not be reusable, <span class=""a-size-base a-color-secondary"">\n                Sticks to Dashboard with high quality semi-permanent acrylic tape.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Acrylic Tape sticks to almost all textured and curved surfaces.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                Compatible with all iOttie Dashboard Mounts for smartphones.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                We strongly recommend using a Dashboard Pad to prevent possible damage that may occur if you apply suction cup directly to your dash.\n            </span>, <span class=""a-size-base a-color-secondary"">\n                This is a semi-permanent solution; each pad is one-time use only. Once removed, it may not be reusable.\n            </span>",iOttie,6767
B011PAW6M8,eLander Stainless Steel Metal Strap Business Replacement Band for Apple Watch Series 1 2 3 4 (42mm and 44mm Space Gray),"Cell Phones and Accessories, Accessories, Smartwatch Accessories, Smartwatch Bands","Specially designed for Apple watch 42mm, kindly please check your device before making a purchase. What is in the box? 1 x steel band for 42mm apple watch, Highlights: Premium stainless steel watchband for your new iWatch, durable and attractive. Refined surface finish process, smooth, soft and comfortable touch feeling. Adjustable length fits your wrist, prefect in every detail. Trusted double folding clasp ensure the safety and beauty, easily take on/remove. High ability in toughness, durability and hardness. Low profile luxury design, unique, graceful and smooth soft touch feeling. Reference value of wrist circumference apple watch 42mm strap - suitable for 140-205mm.","Perfect replacement metal watch band for ALL Apple Watch 42mm and 44mm Series 1 2 3 4, Premium stainless steel metal features luxury, nobility, elegance and durability, High-tech surface finish watch strap fits your device and feels comfortable on your wrist, Come with a watch link removal kit, a screwdriver and several spare screws!",eLander,2196
B011QCWYW2,"LG Q7 Case, LG Q7 Plus Case, Full Cover Tempered Glass Screen Protector, ATUS Hybrid Dual Layer Protective TPU Case (Black/Black)","Cell Phones and Accessories, Cases, Holsters and Sleeves","The unique design of the Hybrid TUFF Case offers maximum protection, with a soft inner TPU layer for great shock absorbance, enforced with a piece of hard polycarbonate outer body for maximum impact resistance for everything it covers. The raised lip and corners also protects the vulnerable touchscreen against flat surfaces.<br><br>Constructed with high quality and eco-friendly resin material, this sturdy yet lightweight two layer design covers all sides of the phone against drops from any angle and all kinds of bumps, scratches, and abrasions, meanwhile guarding against any dust, grease, and fingerprints.<br><br>Easily installed and user-friendly, sporting innovative design and exquisite craftsmanship, this case is the pinnacle of case technology and security for your device with an unbeatable price.<br><br> Shop with full confidence with our <b>7-Day Money Back Guarantee</b> and <b>30-Day Warranty</b>, ATUS(TM) provides professional nationwide shipping and services to ensure your shopping experience and satisfaction with us are protected and guaranteed.<br><br><b>Order Includes:</b><br>- Phone Case<br>- Full Cover Tempered Glass Screen Protector<br><br><b>Compatible with:</b><br>LG Q7 / LG Q7+ (T-Mobile, MetroPCS)","Designed for the LG Q7, LG Q7+ (T-Mobile, MetroPCS), This is the Hybrid Dual Layer Protective TPU Case, with a shock absorbing soft TPU layer, enforced with a tough polycarbonate shell., Perfect match and fit that also retains easy access to all functionalities, including all buttons, camera, headphone jack, and charging port., Innovational design provides quick and easy installation and removal without use of tools., Constructed from high quality, durable yet lightweight recyclable plastic materials.",ATUS,8679
B011QIIJXY,Apple iPod touch (32GB) - Gold,"Cell Phones and Accessories, Cell Phones, Unlocked Cell Phones","Listen to your favorite songs from Apple Music and iTunes. Experience the best iOS games with the powerful A8 chip and stunning Retina display. Take great photos and videos with the 8MP camera. Make video calls and take selfies with the FaceTime HD camera. And send more expressive messages with stickers, games, and apps.","Listen to your favorite songs from Apple Music and iTunes, Experience the best iOS games with the powerful A8 chip and stunning Retina display., Take great photos and videos with the 8MP camera. Make video calls and take selfies with the FaceTime HD camera., And send more expressive messages with stickers, games, and apps.",Apple,8412
